prompt_id;prompt;response_id;user_id;response;data_id;check_response_id;check_user_id;check_response;check_type
286048;Menurutmu apa itu IQ (Intelligence quotient) atau kecedasan intelektual? Menurutmu seberapa penting hal itu?;4053;214;kecerdasen jeme waktu menyelesaiken soal bagas ngeluh ataupe soal tes bagas buku;3;13248;420;kecerdasan orang waktu menyelesaikan soal dalam hidup ataupun soal tes dalam buku ;dailyCheck
286049;Menurutmu apa itu EQ (Emotional quotient) atau kecedasan emosional? Menurutmu seberapa penting hal itu?;8020;272;menukhut mu kae edi EQ(emotionalquotient) ato kebacakhen emosional?;3;13458;525;menurut anda apa itu EQ(emotionalquotient) atau kepintaran emosional;dailyCheck
286050;Menurutmu apa itu SQ (Spiritual quotient) atau kecedasan spritual? Menurutmu seberapa penting hal itu?;8024;272;menukhut mu ketekhe pentingne hal adi?;3;13172;420;menurut mu bagaimana pentingnya hal itu?;dailyCheck
286051;Apa saja hal yang suka kamu lamunkan?;4090;214;mikekhi mase depan ntah digan nemu digan nemu aku nde sukses edi dang mahan aku melamun;3;13085;552;mikirin masa depan ntah kapan bisa kapan bisa aku ini sukses itu kadang membuat aku melamun;dailyCheck
286076;Apa saja hal yang membuat kamu sayang dengan pasanganmu?;2926;214;peluken hanyat iye akhi,  perhatiene,  sikapne;3;9431;478;pelukan hangat dia aja perhatian sikapnya ;dailyCheck
286077;Menurutmu, apa saja hal yang termasuk dikatakan dengan selingkuh?;4098;214;mekhe perhatien me khalak lain laus lajang gat mangan gat tandok due alak amin edi si malot nemu kite lakuken;3;10731;399;bahaya perhatian ke orang lain jika pergi langsung makan terus duduk berdua saja itu tidak boleh dilakukan;dailyCheck
286094;Apa saja kekurangan berbelanja di supermarket?;9436;432;malet daye tomat sayo nangke  pe malet;3;10659;399;tidak ada jual tomat sayur nangka juga tidak ada;checkData
286103;Bagaimana pandanganmu terhadap kematian?;9632;205;Ulang  biakh kane kite beriman  me metuah kite;3;14904;538;jangan takut supaya kita beriman kepada Tuhan kita;
286294;Hal-hal apa yang biasanya kamu lakukan saat tidak bisa tidur di malam hari?;11427;554;melelo hp, kadang kadang masuhi pikhing;3;13546;525;memainkan handphone, kadang kadang mencuci piring;dailyCheck
286302;Dapatkah kamu menceritakan bagaimana kamu sebagai seorang anak?;11467;370;Aku nde malet baja Kane Aku Nde Kisat belajar;3;13942;424;saya ini tidak pintar Karena saya malas belajar ;checkData
286339;Ceritakan tentang milikmu yang paling berharga.;12016;492;aku bahagie kakhe khang tue ku tong kidah senakhen cikhem side;3;15106;443;aku bahagia karena aku masih bisa melihat kedua orang tua ku selalu senyum ;
285944;Hal apa saja yang dapat menjadikna kamu seorang profesional di bidangmu?;3678;214;khajin belajakh tekuni edi mahanse aku jago ni bidangku;3;7887;334;rajin belajar tekuni itu yang membuat aku ahli dalam bidangku;dailyCheck
285945;Kontribusi apa saja yang dapat kamu tawarkan untuk lingkungan di seskitarmu?;3198;249;kontribusi kae pelin si dapet kao tawakhken untuk lingkungen ni sekitakh mu;3;7237;279;kontribusi apa saja yang dapat kau tawarkan untuk lingkungan di sekitar mu;dailyCheck
285953;Apa saja hal yang kamu harapkan dalam kehidupanmu?;3199;249;kae pelin hak si kau hakhapken bagas pegeluh mu;3;8533;407;apa aja hak yang kau harapkan dalam hidup mu ;dailyCheck
285956;Menurutmu bagaimana kabar semua temanmu saat ini?;4520;214;lot si senang lot si sedig edi me kabakh imbangku saat sendah;3;10385;436;ada yang senang ada yang sedih itu lah kabar temanku saat ini;dailyCheck
285958;Apa saja hal yang ingin kamu lakukan dalam hidup ini?;7656;328;hidup dame, tenang, malot kebisingen, sehat badan, mukhakh khajeki;3;10399;436;hidup damai, tenang, tidak ada keributan, sehat badan,murah rezeky;dailyCheck
285963;Apa saja hal yang membuat kamu merasa dicintai?;6892;169;kae pelin hal si mahan kao mekhase ni cintai;3;15557;522;apa saja yang membuat kamu merasa di cintai;
285968;Mengapa seseorang dapat menangis bahagia?;3736;214;buesene kadang kadangpe gat uwas atene putus cinte ataupe dang galau munking kene musibah edi mahanse iye luakhen lawe mate;3;10904;362;biasanya kadang kadang cepat sakit hati nya putus cinta ataupun lagi galau mungkin kenak musibah itu yang buat dia keluaran air mata;dailyCheck
286000;Bagaimana cara kamu menenangkan diri?;4054;214;santay egeken musik ataupe gat lajang me kas wisata ataupe mangan edime hamanse kite tenang menukhutku;3;7793;319;santai dengarkan lagu,atau bermain ketempat wisata atau makan enak itu yang membuat kita tenang menurut saya ;dailyCheck
286004;Apa kenangan favoritmu tentang hubungan dengan pasanganmu?;3897;214;saling mecinte mangan ni kafe edi me kenangen khut khamahku;3;7804;319;saling mencintai dan makan dicafe itulah kenangan dengan pacar ;dailyCheck
286049;Menurutmu apa itu EQ (Emotional quotient) atau kecedasan emosional? Menurutmu seberapa penting hal itu?;4051;214;emosi kiye nemukin kite mbuet keputusen ni saat kite sip ataupe ni saat kita sedang emosi;3;10020;478;emosi kita bisakah kita ambil keputusan di saat kita diam ataupun di saat kita sedang emosi ;dailyCheck
286076;Apa saja hal yang membuat kamu sayang dengan pasanganmu?;2926;214;peluken hanyat iye akhi,  perhatiene,  sikapne;3;10447;412;pelukan hangat dari dia , perhatian,sama sikap ya;dailyCheck
286077;Menurutmu, apa saja hal yang termasuk dikatakan dengan selingkuh?;4098;214;mekhe perhatien me khalak lain laus lajang gat mangan gat tandok due alak amin edi si malot nemu kite lakuken;3;13190;420;kasih perhatian kepada orang lain pergi jalan-jalan terus makan trus duduk dua orang cuman itu lah yang tidak bisa kita lakukan ;checkData
286094;Apa saja kekurangan berbelanja di supermarket?;9436;432;malet daye tomat sayo nangke  pe malet;3;15312;443;tidak menjual tomat sayur nangka pun tidak ada ;
286103;Bagaimana pandanganmu terhadap kematian?;9576;415;perbue lah ibadah sebelum menghadepi se kase let bakal akhirat te;3;15873;324;perbanyaklah ibadah sebelum menghadapinya biar banyak bekal akhirat kita;
286302;Dapatkah kamu menceritakan bagaimana kamu sebagai seorang anak?;11472;499;kadang Loet mekhase senang khut sedihne;3;13157;420;terkadang ada merasa senang dan sedih nya;dailyCheck
286339;Ceritakan tentang milikmu yang paling berharga.;12005;554;si paling mehakhge ne kedue khangtue ku;3;13123;420;si paling berharga nya kedua orang tua ku;dailyCheck
285944;Hal apa saja yang dapat menjadikna kamu seorang profesional di bidangmu?;3678;214;khajin belajakh tekuni edi mahanse aku jago ni bidangku;3;8036;272;rajin belajar yakini itulah membuat aku hebat di bidang ku;dailyCheck
285953;Apa saja hal yang kamu harapkan dalam kehidupanmu?;3896;214;bermanfaat me jeme si tekhem edi mesiku khakhapken;3;10576;465;bermanfaat ke orang yang ramai itu yang diharapkan ;dailyCheck
285956;Menurutmu bagaimana kabar semua temanmu saat ini?;1404;204;menukhut ndu kune kabakh kekhine imbang mu sendah;3;9444;378;menurutmu bagaimana kabar semua temanmu sekarang ;dailyCheck
285958;Apa saja hal yang ingin kamu lakukan dalam hidup ini?;7663;319;hal yang ingin kubahani ni Bagas geluhku,pebue ibadah,medoe tebeken Allah moge mbue khezeki ni bekheken side,nemu umroh tiap tahun,nemu nekolahken anak Kane anak2 jadi anak yg shaleh dan shaleha;3;10456;412;hal yang ingin ku buat di dalam hidup ku, perbanyak ibadah, berdoa kepada Allah semoga banyak rejeki ya dikasih Allah,bisa umroh siap tahun,bisa sekolah kan anak supaya anak anak jadi yang shaleh dan shalehah;dailyCheck
285968;Mengapa seseorang dapat menangis bahagia?;3736;214;buesene kadang kadangpe gat uwas atene putus cinte ataupe dang galau munking kene musibah edi mahanse iye luakhen lawe mate;3;13176;429;banyak uangnya kadang kadang pun ada sakit hatinya putus cinta ataupun lagi galau mungkin kenak musibah situ akan iya luarkan air mata;dailyCheck
286000;Bagaimana cara kamu menenangkan diri?;4054;214;santay egeken musik ataupe gat lajang me kas wisata ataupe mangan edime hamanse kite tenang menukhutku;3;7862;334;santai mendengarkan musik ataupun santai ke tempat wisata ataupun makan itulah yang membuat kita senang menurutku;dailyCheck
286004;Apa kenangan favoritmu tentang hubungan dengan pasanganmu?;1613;225;maso sibuk;3;7908;334;tidak usah sibuk berarti tidak usah ikut campur dengan urusan orang lain;dailyCheck
286049;Menurutmu apa itu EQ (Emotional quotient) atau kecedasan emosional? Menurutmu seberapa penting hal itu?;4051;214;emosi kiye nemukin kite mbuet keputusen ni saat kite sip ataupe ni saat kita sedang emosi;3;10700;399;emosi kita bisa membuat keputusan di saat kita diam ataupun di saat kita sedang emosi;dailyCheck
286076;Apa saja hal yang membuat kamu sayang dengan pasanganmu?;2926;214;peluken hanyat iye akhi,  perhatiene,  sikapne;3;12809;472;pelukan hangat dari nya, perhatian nya,sikap nya;dailyCheck
286077;Menurutmu, apa saja hal yang termasuk dikatakan dengan selingkuh?;4098;214;mekhe perhatien me khalak lain laus lajang gat mangan gat tandok due alak amin edi si malot nemu kite lakuken;3;16015;438;memberi perhatian sama orang lain pergi jalan-jalan terus makan terus duduk dua orang cuma itu yang tidak bisa kita lakukan;
286302;Dapatkah kamu menceritakan bagaimana kamu sebagai seorang anak?;11467;370;Aku nde malet baja Kane Aku Nde Kisat belajar;3;15973;423;saya tidak pintar makanya saya malas belajar ;
285944;Hal apa saja yang dapat menjadikna kamu seorang profesional di bidangmu?;3678;214;khajin belajakh tekuni edi mahanse aku jago ni bidangku;3;9690;478;rajin belajar tekun itulah yang buat aku jago di bidangku;dailyCheck
285953;Apa saja hal yang kamu harapkan dalam kehidupanmu?;3199;249;kae pelin hak si kau hakhapken bagas pegeluh mu;3;9304;472;apa aja hak yang kau harapkan dalam hidup mu;dailyCheck
285956;Menurutmu bagaimana kabar semua temanmu saat ini?;4520;214;lot si senang lot si sedig edi me kabakh imbangku saat sendah;3;13337;399;ada yang  bahagia  ada yang sedih itulah kabar temanku sekarang ini;dailyCheck
285958;Apa saja hal yang ingin kamu lakukan dalam hidup ini?;7656;328;hidup dame, tenang, malot kebisingen, sehat badan, mukhakh khajeki;3;10602;399;hidup dimai, tenang, tidak ada masalah, sehat zasmani, murah rezekinya ;dailyCheck
286004;Apa kenangan favoritmu tentang hubungan dengan pasanganmu?;3897;214;saling mecinte mangan ni kafe edi me kenangen khut khamahku;3;8322;374;saling mencintai makan di cafe itulah kenangan bersama mantan pacarku;dailyCheck
285956;Menurutmu bagaimana kabar semua temanmu saat ini?;1404;204;menukhut ndu kune kabakh kekhine imbang mu sendah;3;11031;548;menurutmu kek mana kabar temanmu semua sekarang;dailyCheck
285958;Apa saja hal yang ingin kamu lakukan dalam hidup ini?;7663;319;hal yang ingin kubahani ni Bagas geluhku,pebue ibadah,medoe tebeken Allah moge mbue khezeki ni bekheken side,nemu umroh tiap tahun,nemu nekolahken anak Kane anak2 jadi anak yg shaleh dan shaleha;3;12550;560;hal yang ingin kubuat dalam hidupku banyak ibadah , berdoa semoga banyak rezeky diberikan Allah , bisa umroh tiap tahun , bisa sekolah kan anak biar jadi anak anak yang shaleh dan shaleha;dailyCheck
285958;Apa saja hal yang ingin kamu lakukan dalam hidup ini?;7656;328;hidup dame, tenang, malot kebisingen, sehat badan, mukhakh khajeki;3;12838;525;hidup bahagia,tenang,tidak ada keributan,sehat badan,murah rezeki;dailyCheck
286004;Apa kenangan favoritmu tentang hubungan dengan pasanganmu?;1613;225;maso sibuk;3;9879;436;tidak usah sibuk dengan urusan orang lain;dailyCheck
287527;Apa cerita atau kisah favorit yang ingin Anda bagikan dengan orang lain?;8111;334;nggak ada cerita favorit biase amin kekhine;3;12145;538;tidak ada cerita favorit biasa saja cuma;dailyCheck
287543;Ceritakan pengalaman yang berkesan atau bermakna yang Anda miliki saat menghabiskan waktu bersama keluarga atau orang yang dicintai.;6980;272;tempat bayak pemandangan dan tempat alam indah;3;14347;555;banyak tempat pemandangan dan banyak tempat alam yang indah ;
287615;Ceritakan mengenai peran mendongeng, cerita rakyat, atau tradisi lisan dalam budaya Anda?;8118;334;cekhite si layakh khut bekhu dinem amin edipe kukhang aku meroh;3;13138;420;cerita tentang si layakh dan bekhu dinem saja itupun kurang aku tau;dailyCheck
287630;Ceritakan tentang tempat yang pernah Anda kunjungi yang memiliki nilai sejarah atau tradisi budaya yang kaya?;8144;334;ceritakan tentang tempat yang pernah anda kunjungi yang memiliki nilai sejarah atau tradisi budaya;3;13161;552;tempat yang pernah saya kunjungi adalah rumah adat alas yang memiliki ciri khas tersendiri ;dailyCheck
287637;Bagaimana Anda biasa merencanakan anggaran dan memastikan dana mencukupi ketika ingin melakukan program atau proyek besar?;8151;334;bagaimana anda biasa merencanakan anggaran dan memastikan dana mencukupi ketika ingin;3;12597;560;bagaimana anda biasa merencanakan anggaran dan memastikan dana mencukupi ketika ingin ;dailyCheck
287638;Bagaimana Anda biasanya melakukan perawatan rutin pada tumbuhan atau kebun Anda?;8152;334;Rawat rawat aja dari pengalaman dan baca baca dari hal baru;3;12896;525;rawat rawat aja dari pengalaman dan baca baca dari hal baru;dailyCheck
287650;Bagaimana cara Anda menyelesaikan sebuah pekerjaan yang sulit?;8847;427;bahani dengan teliti, sabakh, ulang lupe medoe me Allah;3;15663;522;kerjakan dengan teliti sabar,dan jangan lupa berdoa kepada Allah;
287652;Bagaimana yang anda lakukan ketika ingin mempersiapkan sebuah rapat atau pertemuan?;8798;464;harus disiflin tepat waktu ulang telambat me ruanggen;3;15718;522;harus disiplin tepat waktu jangan terlambat ke ruangan ;
287653;Berikan instruksi langkah demi langkah cara mempersiapkan diri untuk beribadah di tempat ibadah Anda?;8878;408;ketekhe cakhe kenin medalani pesiapen untuk sembayang;3;16351;575;kekmana cara kalian mendalami persiapan untuk solat ;
287654;Berikan instruksi langkah demi langkah cara menuju ke kota terdekat di daerah Anda?;8892;409;rumahku denoh te sikel me kota jarak ne palingen 15 menit amin karena rumahku me kota denoh amin;3;14733;212;rumah ku dekat kalau mau ke kota jarak ya paling 15 menit cuma karena rumah ku dekat dengan kota;
287655;Berikan instruksi langkah demi langkah cara untuk membeli makanan?;8909;421;buet ken sen habis edi cari bakhang habis edi kite kheken me khasir;3;15997;438;ambil kan uang terus cari barang habis itu kita kasih ke kasir;
287630;Ceritakan tentang tempat yang pernah Anda kunjungi yang memiliki nilai sejarah atau tradisi budaya yang kaya?;8144;334;ceritakan tentang tempat yang pernah anda kunjungi yang memiliki nilai sejarah atau tradisi budaya;3;13309;399;ceritakan tentang tempat yang pernah anda kunjungi dan memiliki nilai sejarahnaya;dailyCheck
287638;Bagaimana Anda biasanya melakukan perawatan rutin pada tumbuhan atau kebun Anda?;8582;399;bekhsihken siram khut lawe setiap wakhi;3;14131;575;bersihkan siram dengan air setiap hari  dan waktu;
287638;Bagaimana Anda biasanya melakukan perawatan rutin pada tumbuhan atau kebun Anda?;8152;334;Rawat rawat aja dari pengalaman dan baca baca dari hal baru;3;13144;429;rawat rawat aja dari pengalaman dan baca baca dari hal baru;dailyCheck
20519;Kebijakan apa yang bisa diterapkan pemerintah untuk meningkatkan kesehatan masyarakat?;3657;214;mengingetken hidup sehat,  ulang setekhes,  gati olahraga,  ulang gati jage bongi edime si kebijaken nemu ni tekhapken pemekhintah untuk meningkatken gelukh sehat;3;5995;171;mengingatkan hidup sehat, jangan stres, sering klah raga, jangan sering bergadang, itulah kebijakan yang bisa diterapkan pemerintah untuk meningkatkan hidup sehat;dailyCheck
20523;Kombinasi rasa apa yang Anda sukai, dan mengapa rasanya begitu enak?;3803;171;khase mis khut melemak, kakhene dhue khase nicampukh;3;7042;272;rasa manis dan lemak, karena dua rasa di campur;dailyCheck
20519;Kebijakan apa yang bisa diterapkan pemerintah untuk meningkatkan kesehatan masyarakat?;3657;214;mengingetken hidup sehat,  ulang setekhes,  gati olahraga,  ulang gati jage bongi edime si kebijaken nemu ni tekhapken pemekhintah untuk meningkatken gelukh sehat;3;7870;334;semangat hidup sehat jangan stress sering olahraga jangan sering jaga malam itu saja kebijakan yang bisa kita terapkan pemerintah untuk meningkatkan hidup sehat;dailyCheck
20523;Kombinasi rasa apa yang Anda sukai, dan mengapa rasanya begitu enak?;3803;171;khase mis khut melemak, kakhene dhue khase nicampukh;3;7684;319;rasa manis dan lemak karena ada dua rasa yang di campurkan ;dailyCheck
20519;Kebijakan apa yang bisa diterapkan pemerintah untuk meningkatkan kesehatan masyarakat?;3657;214;mengingetken hidup sehat,  ulang setekhes,  gati olahraga,  ulang gati jage bongi edime si kebijaken nemu ni tekhapken pemekhintah untuk meningkatken gelukh sehat;3;9125;472;mengingat kan hidup sehat, jangan setres, sering olahraga, jangan sering jaga malam itu lah kebijakan yang dapat di terapkan pemerintah untuk meningkatkan hidup sehat;dailyCheck
20523;Kombinasi rasa apa yang Anda sukai, dan mengapa rasanya begitu enak?;3803;171;khase mis khut melemak, kakhene dhue khase nicampukh;3;7860;334;rasa manis dan berlemak karena dua khas rasa yang dicampur;checkData
20523;Kombinasi rasa apa yang Anda sukai, dan mengapa rasanya begitu enak?;3803;171;khase mis khut melemak, kakhene dhue khase nicampukh;3;13479;525;terasa manis dan berlemak, karena dua rasa di campur;checkData
20523;Kombinasi rasa apa yang Anda sukai, dan mengapa rasanya begitu enak?;3803;171;khase mis khut melemak, kakhene dhue khase nicampukh;3;15188;443;rasanya manis dan berlemak, karena dua rasa dicampur ;
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1296;205;Raden Subantaka anak dari rasa matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1282;204;penyakit di sebabkan  rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1335;211;rencana orang itu,memasang di dalam bagunan untuk menaikkan air tidak menggunakan pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1310;204;raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1332;219;penyakit di sebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1367;219;rencana orangtu,memasangnya di dalam bangunan untuk menaikkan air tidak pakek pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1355;219;raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1386;214;penyakit di sebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1391;214;rencana orang itu,  memasang di dalam bangunan untuk naikan air tidak pakek pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1396;214;raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1435;205;penyakit  disebabkan rematik ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1464;205;rencana orang itu memasang di bagas bangunan  untuk naikkan  air gak pakai pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1478;227;raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1456;227;penyakit yang di sebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1473;227;rencana mereka memasang di dalam bangunan untuk naik air tidak pakek memakai pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1492;245;Raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1532;242;penyakit di sebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1527;242;rencana orang tu,memasangkan di dalam bangunan untuk naikkan air tidak pakek pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1541;242;Raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1542;202;peyakit yang di sebap kan rematik ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1572;202;rencana orng tu memasang di dalam bangunan untuk naik kan air tidak pakek pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1603;202;raden subantaka ank dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1547;245;panyakit disebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1591;245;rencana orang itu,  membuatnya di dalam bangunan untuk naikan air tidak pakai pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1664;201;Raden Subantaka anak dakhi khaje Matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1635;249;penyakit itu di sebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1618;249;rencana orang itu pemasangan di dalam bangunan untuk menaikan air tidak pakai pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1692;249;Raden subantaka anak dari raja mate sakhi;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1667;201;penyakit yang di sebabkan oleh penyakit ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1676;201;rencana orang itu, memasangnya di dalam bangunan untuk naikan air tidak pakai pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1715;215;raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1714;215;penyakit disebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1707;215;rencana orang itu,dipasang di dalam bangunan untuk naikkan air tisak pake poma;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1762;206;Raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1757;206;penyakit disebebkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1760;206;rencana orang tu,memasangnya di dalan bangunan untuk naikan air tidak pake pompa;dailyCheck
70527;Raden Subantaka adalah anak Pangeran Martasari.;638;171;Raden Subantaka anak dakhi khaje Matasari;2;1825;209;raden subantaka anak dari raja matasari;dailyCheck
70534;Penyakit disebabkan oleh rematik.;662;171;penakit nisebabken khematik;2;1827;209;penyakit disebabkan rematik;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;1828;209;rencana orang itu, memasang di dalam bangunan untuk menaikan air tanpa pompa air;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;6969;272;rencana orang itu memasangnya di dalam bangunan untuk menaikkan air tidak memakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7055;277;rencana orang tu , pasang nya di dalam bangunan untuk naikan air tidak pakai pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7118;279;rencana orang itu, memasang didalam bangunan untuk naikkan air tidak pakai pompa ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7306;285;rencana mereka memasangnya didalam bangunan untuk menaikkan air tanpa pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7329;287;rencana orang itu,memasang di dalam bagunan untuk naik kan,air tampa pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7461;289;orang itu berencana dalam bangunan rumah bisa mengalirkan air tanpa pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7588;319;rencana orang itu.pasang di dalam bangunan untuk menaikkan air tidak pakai pompa ;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;7741;334;rencana orang itu masangnya dalam bangunan untuk naik air tidak menggunakan pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;8349;374;rencana orang itu,memasang didalam bangunan untuk menaikan air tanpa pompa;dailyCheck
70868;Mereka berencana memasangnya di dalam bangunan untuk menaikkan air tanpa pompa.;664;171;khencane kalak dhi, memasangne ni bhagas bagunen untuk nangkihken lawe ndak pekek pompa;2;8443;400;rencana orang itu, memasang di dalam bangunan untuk menaik kan air tidak memakai pompa;dailyCheck
