Prompt ID;Prompt;Hint;Response ID;Response
286027;Misalnya kamu meninggal tiba-tiba malam ini. Apa kamu akan menyesal karena belum sempat menyampaikan hal pada seseorang? Lalu mengapa kamu masih menyimpannya?;;7833;te NGO takdekh Kate maha kuasa malet te kae Ken pe
286027;Misalnya kamu meninggal tiba-tiba malam ini. Apa kamu akan menyesal karena belum sempat menyampaikan hal pada seseorang? Lalu mengapa kamu masih menyimpannya?;;2313;perbaikin dikhi tutukh kate,  bahase khut keperibadien kite sewakhi-wakhi
286032;Kalau bisa tahu gimana kamu bakal meninggal, apakah kamu ingin tahu? Mengapa?;;4023;malot kutoh edi tukhan kekhine metohse kite dalani plin
286032;Kalau bisa tahu gimana kamu bakal meninggal, apakah kamu ingin tahu? Mengapa?;;2638;te nemu toh ketekhe kau bakal nadingken,kae pelin kau pot ,ketekhe
286032;Kalau bisa tahu gimana kamu bakal meninggal, apakah kamu ingin tahu? Mengapa?;;7976;nangatlah sebab Adi kite uoayeken ibadah khut tobat nasuha
286044;Kalau boneka/benda kesukaanmu kamu dapat berbicara, apa yang akan mereka katakan? Menurutmu kenapa mereka mengatakan itu?;;7995;malet ku paang pengat ahahahh sebab nggo bage hantu di
286044;Kalau boneka/benda kesukaanmu kamu dapat berbicara, apa yang akan mereka katakan? Menurutmu kenapa mereka mengatakan itu?;;4050;ulang mahan khibut ulang nate nate kenin plin gelukh ikuti atukhe
286048;Menurutmu apa itu IQ (Intelligence quotient) atau kecedasan intelektual? Menurutmu seberapa penting hal itu?;;2774;malet kae pe
286048;Menurutmu apa itu IQ (Intelligence quotient) atau kecedasan intelektual? Menurutmu seberapa penting hal itu?;;8018;menukhut mu kune pentingne hal edi?
286048;Menurutmu apa itu IQ (Intelligence quotient) atau kecedasan intelektual? Menurutmu seberapa penting hal itu?;;8017;menukhut mu kae edi IQ(intellijencequotient) ato kebacakhen intelektual?
286049;Menurutmu apa itu EQ (Emotional quotient) atau kecedasan emosional? Menurutmu seberapa penting hal itu?;;8021;menukhut muketekhe pentingne hal edi
286049;Menurutmu apa itu EQ (Emotional quotient) atau kecedasan emosional? Menurutmu seberapa penting hal itu?;;2242;penting kalihen
286049;Menurutmu apa itu EQ (Emotional quotient) atau kecedasan emosional? Menurutmu seberapa penting hal itu?;;8020;menukhut mu kae edi EQ(emotionalquotient) ato kebacakhen emosional?
286050;Menurutmu apa itu SQ (Spiritual quotient) atau kecedasan spritual? Menurutmu seberapa penting hal itu?;;4083;ibadah khalak si senakhen jagene job wakhi malot tading senakhen iye megukhu
286050;Menurutmu apa itu SQ (Spiritual quotient) atau kecedasan spritual? Menurutmu seberapa penting hal itu?;;8024;menukhut mu ketekhe pentingne hal adi?
286050;Menurutmu apa itu SQ (Spiritual quotient) atau kecedasan spritual? Menurutmu seberapa penting hal itu?;;8023;menukhut mu kae edi SQ(spritualquotient) ato kebacakhenspritual?
286051;Apa saja hal yang suka kamu lamunkan?;;8025;kae-kae plin hal si gati kau jenengken?
286051;Apa saja hal yang suka kamu lamunkan?;;2250;bayak
286054;Apa saja kenangan yang membuatmu bahagia?;;13100;pernah ni pam-pang waktu kamakh kami cemak
286054;Apa saja kenangan yang membuatmu bahagia?;;8030;kae plin kenangen si mahan dikhimu bahagie
286056;Apa saja hal yang membuatmu merasa berani?;;13106;yang bahan aku bekhani kakhene aku nangat khang tue ku bangge
286056;Apa saja hal yang membuatmu merasa berani?;;1784;malet mesalah
286063;Apa saja hal yang membuatmu merasa berenergi?;;4096;pul magan taboh gat lot kidah energiku luakh belin gat energiku si kuluakhken
286063;Apa saja hal yang membuatmu merasa berenergi?;;2633;kae pelin hal si bahanse kau mekhase berenergi
286068;Jika kamu memiliki teman di seluruh dunia, bagaimana caramu mengobrol dengan mereka?;;4102;khut media plin cekhite ataupe gat saling medoken tel misalne bahan gat konser jumpe job mingu
286068;Jika kamu memiliki teman di seluruh dunia, bagaimana caramu mengobrol dengan mereka?;;8081;pakek bahasa Inggris pelin toe kaset saling pagam
286074;Bagaimana kebijakan daerah tempat kamu tinggal dalam pengelolaan sampah?;;8310;Ajukan nggak cair cairAjukan nggak cair cairAjukan nggak cair cair
286074;Bagaimana kebijakan daerah tempat kamu tinggal dalam pengelolaan sampah?;;3011;bueh kidah mangge ni kelola oleh pemekhintah,  peletakan tong sampahpe bue lidah mangge lot,  pemekhintahpe plin mangani sen khakyat amin
286074;Bagaimana kebijakan daerah tempat kamu tinggal dalam pengelolaan sampah?;;4745;what is that? what is that?bwhat is that? what is that? what is that?  Please leave the package by the door. Thanks! Wait a minute, I'll be right back.
286075;Kira-kira, apa saja kelakuan pasanganmu yang membuat kamu merasa tidak nyaman?;;4112;pepelin chaten kadang gat nelpon khut naki edi mahan aku ndak nyaman 
286075;Kira-kira, apa saja kelakuan pasanganmu yang membuat kamu merasa tidak nyaman?;;8311;Ajukan nggak cair cairAjukan nggak cair cair
286075;Kira-kira, apa saja kelakuan pasanganmu yang membuat kamu merasa tidak nyaman?;;2437;kikhe kikhe,kae pelin kelakuen pasangenmu si bahanse kao mekhase malet nyaman
286076;Apa saja hal yang membuat kamu sayang dengan pasanganmu?;;4735;oh ya? what is that? what is that? what is that? what is that?
286077;Menurutmu, apa saja hal yang termasuk dikatakan dengan selingkuh?;;8314;Ajukan nggak cair cairAjukan nggak cair cair
286077;Menurutmu, apa saja hal yang termasuk dikatakan dengan selingkuh?;;2849;nelpon pasangan orang
286078;Seperti apa pernikahan impianmu?;;9122;impienku nikah pakek pesta khami khami ni bagas pekojeken
286078;Seperti apa pernikahan impianmu?;;9110;bage Kalak bayak mejeluntuh mepakeyen adat si let ni Tanoh alas nde
286078;Seperti apa pernikahan impianmu?;;9174;pekhnikahen mewah, lokasi ne ni hotel khut penagan ne si taboh
286078;Seperti apa pernikahan impianmu?;;9148;sederne dan bahagia, kawin khut kalak cinte bangku trima aku apa adanya
286078;Seperti apa pernikahan impianmu?;;9100;intinye sederhana,kherine putih,tema ne putih,uwis ku pe putih,intinye sakral
286079;Apa sajakah ketakutan terbesar kamu dalam hubungan?;;2853;bual
286079;Apa sajakah ketakutan terbesar kamu dalam hubungan?;;9136;hubungen si malot berdasakhken agame dan lot campukh tangan kalak lain si ndak megune untuk kebaiken
286079;Apa sajakah ketakutan terbesar kamu dalam hubungan?;;9120;paling biyakh sikhang , kakhene ngo lot anak
286080;Mengapa kamu memilih untuk menggunakan pilihanmu daripada produk lain?;;9160;karene aku pecaye khut pilihan ku e,edime khahus yakin khut diri sendiri e
286081;Apa saja bagian terbaik dari perjalanan liburanmu?;;3879;hal si paling mende khak pedhalanen libukhenku, nemu lajang ngato-ngato bhe luakh daekhah, sekalien mangan-mangan penangan khas suku lain 
286082;Apa saja bagian terburuk dari perjalanan liburanmu?;;9279;Ende ku cekhite Ken pengalamen ku si bakhu- bakhu tejadi nde sempat  due Minggu si lewat aku laus me lajang  atau v hiburen me be me kas si tenang ate tekhem kami khut imbng khut keluakhge tekhem me pokok ne nie hadih si ku tekejud ti ekhan me aku ngidah hewan hewan si ni adih ekhan aku let Kin kidah mengkale tupe manuk deleng , si ku Mahan tekejud aku khut imbng kami idah me khimo abeyy Mahan kami tekhoma
286082;Apa saja bagian terburuk dari perjalanan liburanmu?;;9208;cepekhuk ni pakhik mlt cukup sen laus imbang v mlt taboh
286082;Apa saja bagian terburuk dari perjalanan liburanmu?;;9221;dabuh dakhi honda akhi bantui khalak babe khalak khumah sakit
286082;Apa saja bagian terburuk dari perjalanan liburanmu?;;9187;Cepekhuk ni pakhik gat pecuihekh kiding ku pe bahan ne
286083;Apa saja rencana kamu untuk liburan?;;9210;ikan dan habis edi babe khamah
286083;Apa saja rencana kamu untuk liburan?;;9196;ngato2 pemandangen, mangan taboh2 dan nikmati kae pe si mu di nikmati
286083;Apa saja rencana kamu untuk liburan?;;9209;khencane babe manuk
286083;Apa saja rencana kamu untuk liburan?;;9199;masak telu manuk panggang khut imbang sambilan megitakh
286084;Mengapa kamu memutuskan untuk pergi berlibur ke tempat itu?;;2779;kane ndak bosan
286085;Siapa penulis favorit kamu? mengapa?;;9244;kakhenne tulisen ne agak monol sitok
286085;Siapa penulis favorit kamu? mengapa?;;9285;kaheneee iye si paling mejile karye ne
286085;Siapa penulis favorit kamu? mengapa?;;9237;hamzah hamin kakhene penulisen ne ilmu ne cukup bermanfaat untuk keseharian te
286085;Siapa penulis favorit kamu? mengapa?;;9295;Dewi lestari, ria ricis, raditia, Novi anggarini,
286085;Siapa penulis favorit kamu? mengapa?;;9250;malet ise v karne malet ku tandai buah v kune bahan
286085;Siapa penulis favorit kamu? mengapa?;;9241;Hardika Afandi s
286085;Siapa penulis favorit kamu? mengapa?;;9251;Dewi lestari, kakhne buku side mejile untuk ni bace
286086;Ceritakan lebih banyak tentang pengalaman kamu.;;9288;jadi ni bagas geluh de let go garis ne susah senang tuhan nentu ken se jadi ni bagas edipe ulang gat dak me usahe
286086;Ceritakan lebih banyak tentang pengalaman kamu.;;9287;let pe pengalamen si tejadi atau si ku khaseken edi semase sekolah ni pasantren,ni adi aku gati khut bagas perlombaan, kepramukaen atau pe musabaqoh
286086;Ceritakan lebih banyak tentang pengalaman kamu.;;9290;ditanoh alas megahe terdapat banyak suku dan salah satunya suku alas yang ada di Tanoh alas
286086;Ceritakan lebih banyak tentang pengalaman kamu.;;9298;aku pernah lauos ke gajah mate pemandangen ne ni hadih wayang mantap ne ni kelilingi deleng khut jangkung yg hijo
286086;Ceritakan lebih banyak tentang pengalaman kamu.;;9270;putus cinte gat bahan judul lagu aku kisah cinte kale
286089;Hal apa saja yang kamu tidak sukai tentang daerahmu?;;9342;bue su pehacun ni kampung ku
286089;Hal apa saja yang kamu tidak sukai tentang daerahmu?;;9386;banjekhe khoh lawe mebelin
286089;Hal apa saja yang kamu tidak sukai tentang daerahmu?;;9364;bage kalak nangko atope kekhibuten dak jls nie bagaas daekhakh e te klk pepelin kokhupsi
286089;Hal apa saja yang kamu tidak sukai tentang daerahmu?;;9326;mbue su adat si menyusahken contoh ne pemamanen dan kalak nadingken tuso pakek mangan pada saat takjiah dan kendukhi, menukhutku edi sangat membekhatken
286089;Hal apa saja yang kamu tidak sukai tentang daerahmu?;;9325;hal si paling dak pas bangku adat lebih kuat dari pade hukum edi amin si dak pas bangku
286090;Bagaimana kamu mendapatkan pekerjaan/hal yang kamu inginkan?;;9368;Kite kuasi  be ilmu  pengetahuan bue bakhu bahan kite keinginen  te kite di bagas khas bahan kite die
286090;Bagaimana kamu mendapatkan pekerjaan/hal yang kamu inginkan?;;9338;gakhami bahanen si pas ne Kase sesuai bahas ate ku
286091;Apa pendapat kamu tentang tren saat ini?;;9348;ikuti si mejile e,uang ikuti si bahan kite medose e
286091;Apa pendapat kamu tentang tren saat ini?;;9413;tren sendah begedi maju sehingge mbue anak Kalak kene pergaulan bebas
286092;Apa saja hal yang paling kamu senangi ketika sekolah?;;9380;jempe khut imbang
286092;Apa saja hal yang paling kamu senangi ketika sekolah?;;9375;Belajakh , jumpe khut  imbang ,dapet jajan tule
286094;Apa saja kekurangan berbelanja di supermarket?;;9406;Malah su hage ne malet sen ku gedi malet mampu aku nuko se
286094;Apa saja kekurangan berbelanja di supermarket?;;9441;ni supermarket lengkap biasene,si ku khaseken pe job aku bedi malet penah kosong bakhang kae si aku tukokh
286094;Apa saja kekurangan berbelanja di supermarket?;;9387;malet ku toh da soalne mapet penah besi p
286094;Apa saja kekurangan berbelanja di supermarket?;;9410;sebagian supermarket kukhang pelayanen, bakhang mlt lengkap
286095;Apa saja kelebihan berbelanja di pasar?;;9428;nemu nawakh lebih mukhah dakhi pade ni toko toko
286095;Apa saja kelebihan berbelanja di pasar?;;9450;harge ne lebih mukheh dibanding nuko ni swalayan
286095;Apa saja kelebihan berbelanja di pasar?;;4109;hagene murah nemu kite belanje bue hal edi mahanse kite milih belanje ni pasakh
286095;Apa saja kelebihan berbelanja di pasar?;;9435;Adi lengkap kane nemu tawakh hakhge ne lebih mukhah adi dakhi pade ni super market
286095;Apa saja kelebihan berbelanja di pasar?;;9477;de kite belanje nie Kutacane nde abeyy hayak amek- Amek si jual baju jual tomat Daye lade mahal emang tapi de kite khayu e khe side kukhang ndi sintaboh ne belanje ni pajak pagi
286096;Apa saja kekurangan berbelanja di pasar?;;9523;sehik malet kehajang kas belanje ku
286096;Apa saja kekurangan berbelanja di pasar?;;9535;dalan ne mlt mejile  cemak mlot sitok v kebesihen ne
286096;Apa saja kekurangan berbelanja di pasar?;;9440;malet ku toh petendel ne nde te ku toh kan Mende nge ku Jawab
286096;Apa saja kekurangan berbelanja di pasar?;;9482;kekhukhangen ne hangat cemak  bau khut lecah
286096;Apa saja kekurangan berbelanja di pasar?;;9456;buesu jeme, lecah tule, malet diskon, emak emak ngkhibot, bising tule
286096;Apa saja kekurangan berbelanja di pasar?;;9443;kae pelin kekukhangen ketike belanje ke pajak
286097;Bagaimana pertengkaran biasanya dimulai?;;9539;ketekhe pekhubaten biasene ni mulai sepekhi pekhubaten anak anak mude
286097;Bagaimana pertengkaran biasanya dimulai?;;9493;let biase ne klk Jalu SE,main sedes EN cekhok ye,pul Edi mece Pupuh gat
286098;Bagaimana kamu bertemu pasanganmu?;;3659;jumpa ataupe khoh khumahne begedime cakhene jumpe khut pasangen kite
286098;Bagaimana kamu bertemu pasanganmu?;;9508;kami jumpe ni kampus pul edi gat saling get ate kami mekhamah kami pe
286099;Apa saja kenangan terindah masa kecilmu?;;9548;melelo khut ayah khut mamak jep wakhi ni tempi ayah khut semohi ayah
286099;Apa saja kenangan terindah masa kecilmu?;;9592;dapet bermain bersama sama dengan  teman sebaya
286099;Apa saja kenangan terindah masa kecilmu?;;9547;letun letun khudan wakhi nakpuh nampkuh lawe kisam
286099;Apa saja kenangan terindah masa kecilmu?;;9532;nyohi suakh khidi telanjang ni Lawe kisam khut ni pakhik
286103;Bagaimana pandanganmu terhadap kematian?;;9576;perbue lah ibadah sebelum menghadepi se kase let bakal akhirat te
286103;Bagaimana pandanganmu terhadap kematian?;;9598;selukhuh kalak geluh kekhine go pahe mate
286103;Bagaimana pandanganmu terhadap kematian?;;9644;kematien e adalah pelajakhen untuk selukhuh umat Kase lebih hati hati Bagas ngeluh
286103;Bagaimana pandanganmu terhadap kematian?;;9603;pandangen ku tekhadep kematien ialah ulang pokus si medunie kakhene kite v mate nge sudah ne
286103;Bagaimana pandanganmu terhadap kematian?;;9681;kematien ne adalah pelajakhen untuk selukhuh umat ni dunie nde make Edi pejile i amal ibadah te
286104;Bagaiman pandanganmu terhadap kiamat?;;9612;ketike kate kiamat  muncul khasene biakh melet mebiding
286104;Bagaiman pandanganmu terhadap kiamat?;;9608;bia aku te kiamat edi kase senahen aku sembahyang
286104;Bagaiman pandanganmu terhadap kiamat?;;9600;de edi wajip kite pecaye i karna edi rukun iman bagas agame  kami
286104;Bagaiman pandanganmu terhadap kiamat?;;9620;Biakhlah te kiamat ise ndak biakh wakhi kiamat
286104;Bagaiman pandanganmu terhadap kiamat?;;9628;aku mekhase biakh kakhene ngidah sikse en nie api nekhake e
286107;Bagaimana pendapatmu tentang tanggung jawab seorang istri?;;4135;harus berbakti iye me lakine ulang aneh2 ulahme
286107;Bagaimana pendapatmu tentang tanggung jawab seorang istri?;;9638;sangat bertangungjawab bue bahanen ne ni khumah tangge
286107;Bagaimana pendapatmu tentang tanggung jawab seorang istri?;;9643;malet da ku toh aku p mange me bekhu bage Kalak si nggo kawin no
286107;Bagaimana pendapatmu tentang tanggung jawab seorang istri?;;9678;istekhi malet akhus nyesah atau masuh pikhing biasene Nemu nak laki pe Mak akhus istekhi
286107;Bagaimana pendapatmu tentang tanggung jawab seorang istri?;;9641;bekhu hakhus menukhuti kate kate nak laki
286107;Bagaimana pendapatmu tentang tanggung jawab seorang istri?;;9625;hal si wajib, Kase laki betah me bekhu ndak pepelin cekhe
286112;Ceritakan bagaimana kamu bertemu sahabatmu?;;9626;jumpe ni gotak silayakh gat mecekhite panjang lebar
286112;Ceritakan bagaimana kamu bertemu sahabatmu?;;9642;petame ato be iye mahan kite, te iye baik mbante atau pe iye timbal mbalik mbante bakhu edi sahabat
286112;Ceritakan bagaimana kamu bertemu sahabatmu?;;9695;malet me sahabat cukup imbang pelin kakhene bali kane edi
286113;Bagaimana cara membesarkan anak-anak?;;3819;cakhe belinken anak-anak tentune kite cukupken kebutuhen ne khut pelakhe khut kasih sayang, pekhhatiken khut didik iye semampu kite
286114;Bagaimana cara merawat hewan peliharaan?;;9659;mejile pelakhe, ulang pepelin pok-pok i
286115;Bagaimana cara merawat anak-anak?;;9790;petame kite khe iye mangan trus tempi iye ayun iye
286115;Bagaimana cara merawat anak-anak?;;9689;sayanggi ye ulang mengasi ,pul edi khidiken khut medem ken
286115;Bagaimana cara merawat anak-anak?;;9702;ulang peluah pepeli melelo perhatiken kegiatan ne
286117;Apa buah kesukaanmu? Mengapa?;;9737;galuh  kakhene sedapp pelin, mantap pelin, enak pelin
286117;Apa buah kesukaanmu? Mengapa?;;9724;Khutung,kane ye taboh langka tule setahun sekali amin mebuah pe
286117;Apa buah kesukaanmu? Mengapa?;;2768;uso.. mis
286118;Kenapa seseorang mengatakan hal yang menyakiti?;;13290;hdjmsgub shsjksvusk
286119;Kenapa seseorang mengatakan hal yang menyenangkan?;;9783;kane iye nangat  me kite
286119;Kenapa seseorang mengatakan hal yang menyenangkan?;;9739;biase ne kalak gedi dang senanh ate te makanne cekhiteken be bante
286119;Kenapa seseorang mengatakan hal yang menyenangkan?;;9746;Kane get ate ne senang kap ne edi kase p gat senang iye
286119;Kenapa seseorang mengatakan hal yang menyenangkan?;;2962;kenepe jeme mecekhok hal si senang
286119;Kenapa seseorang mengatakan hal yang menyenangkan?;;9770;kene kae seorang kate ken tentang menyenangken
286120;Kenapa seseorang melakukan protes?;;9769;malet get ate ne malet pas ni ate ne makane ye pekhotes
286120;Kenapa seseorang melakukan protes?;;9758;mungkin kakhene lot salah ato pe kae si dak get ate kalak
286120;Kenapa seseorang melakukan protes?;;9823;menukhut ku kalak pekhotes e  kakhene kukhang tepat menukhut ne, edikase ye pekhotes kae si sebut imbang pecekhok ne
286121;Apa saja yang kamu sukai dari tontonan favoritmu?;;9801;adegan-adegan menatang bue pengalamen v let pelajakhen ne v
286121;Apa saja yang kamu sukai dari tontonan favoritmu?;;9909;jeme ne mende-mende, dalan cekhite ne sekhu, cerkhite ne nemu jadi pelajakhen geluh
286121;Apa saja yang kamu sukai dari tontonan favoritmu?;;9817;seru, mlt bosan ngato se kakhene get ate te filem ne
286121;Apa saja yang kamu sukai dari tontonan favoritmu?;;9797;memiliki alur cerita yang menarik dan bagus
286121;Apa saja yang kamu sukai dari tontonan favoritmu?;;9787;drakor kakhene anak laki ne ganteng ganteng khut cekhite ne mantap khami cekhite ne
286122;Bagaimana kamu dapat membuat dirimu berkembang?;;9846;belajakh khak pengalaman si nggo ni lalui untuk memperbaiki dikhi kedepanne
286122;Bagaimana kamu dapat membuat dirimu berkembang?;;9802;BELAJAKH TEKHUS MENEKHUS TANPA HAKHUS PAKEK TADI
286122;Bagaimana kamu dapat membuat dirimu berkembang?;;9791;cakhene hakhus kuat mental Kase berkembang bagas hal kae pe
286123;Bagaimana kamu membuat tempat kerjamu berkembang?;;9842;mendisplin, khajinn, taat pekhatukhen, patuh khut bos
286123;Bagaimana kamu membuat tempat kerjamu berkembang?;;9845;khapi mende ato pe mejile pake pewangi tule bahan kase mekhinum kasepot kala bende
286124;Bagaimana cara tercepat untuk sampai ke pantai?;;9889;petame tame ku pakek honda
286124;Bagaimana cara tercepat untuk sampai ke pantai?;;9836;cakhe ne kite hakhus let kendaraen pribadi
286124;Bagaimana cara tercepat untuk sampai ke pantai?;;9872;cakhe cepat untuk des me pante, kite hakhus cinto motokh dan hakhus kecepaten matokh v hakhus balap
286125;Apa yang terjadi padamu dua puluh tahun ke depan?;;9854;si tekhjadi tebeken dikhi Ndak salah masa depan cekhah atau ndak
286125;Apa yang terjadi padamu dua puluh tahun ke depan?;;4128;mungkin bahane jeme kehine akan ni alihken jadi bahanen robot kemungkinen gedi menurutku edi
286125;Apa yang terjadi padamu dua puluh tahun ke depan?;;2780;malet jelasnge
286125;Apa yang terjadi padamu dua puluh tahun ke depan?;;9867;langkah khazeki petemunen maut mlet kite toh nge hanya tuhan yg tau
286126;Hal apa saja yang kamu lakukan ketika sampai di sekolah/tempat kerja?;;9951;khidi be pul edi mangan
286126;Hal apa saja yang kamu lakukan ketika sampai di sekolah/tempat kerja?;;9899;antat Ken tas me kelas siap Edi de lot piket sapu Ken kelas e de maghe mangan laus me kantin kase dak melohe su nhn belajakh  de gho jam masuk laus masuk
286126;Hal apa saja yang kamu lakukan ketika sampai di sekolah/tempat kerja?;;9916;tandok ,pekhatiken gukhu sedang mengajakh dan ulang khibut
286126;Hal apa saja yang kamu lakukan ketika sampai di sekolah/tempat kerja?;;9887;kae pelin si Kao bahani ketike ndes ni sekolah ato pe kas mebahan?
286126;Hal apa saja yang kamu lakukan ketika sampai di sekolah/tempat kerja?;;9992;De bagas sekolah  bue ilmu si polu  kite belakha di bagas geluh  kite die
286126;Hal apa saja yang kamu lakukan ketika sampai di sekolah/tempat kerja?;;9908;HANGATKEN MESIN HONDA PUL EDI BEREKHES2 PAKAIAN UNTUK SIAP KEN MENTAL DIKHI
286127;Seperti apa rasanya tinggal di tempatmu saat ini?;;9907;malet taboh
286127;Seperti apa rasanya tinggal di tempatmu saat ini?;;9913;biase plin khayak kalak iri khayak kalak penangko
286127;Seperti apa rasanya tinggal di tempatmu saat ini?;;9921;khasene nyaman, tentekham karna rumah e adalah istana si paling ni rinduken
286127;Seperti apa rasanya tinggal di tempatmu saat ini?;;9933;bahagie kalihen kakhene khut khang tue tadi adi
286128;Bagaimana rasanya pergi ke tempat liburan?;;9943;bahagie nemu melelo beneken khase payah ni ate
286128;Bagaimana rasanya pergi ke tempat liburan?;;9976;senang ne pe luakh biase kakhene impien laus me kas si kite impi ke
286128;Bagaimana rasanya pergi ke tempat liburan?;;10017;bahgie ku idah kass libukhen aku kelok bahagie te libukhen
286128;Bagaimana rasanya pergi ke tempat liburan?;;9960;Bahagielah te libukhen ,ise si ndak bahagie te libukhen
286129;Bagaimana rasanya jatuh cinta?;;9974;berbunge bunge, hati merasa bahagie dan senang
286129;Bagaimana rasanya jatuh cinta?;;9971;abeyyyyyyyy Wase  bahagie ne kukap ketike jatuh cinte me jeme si get ate ku e
286129;Bagaimana rasanya jatuh cinta?;;9955;bahagie Ndak te kokhe, serakhe dunie nde milik kite 2 kalak
286130;Apa yang kamu rasakan hari ini?;;9979;bahagie, khakene dapet sen lima
286130;Apa yang kamu rasakan hari ini?;;9982;aku senang, bahagie, payah, bersyukur untuk wakhi nde
286130;Apa yang kamu rasakan hari ini?;;4136;biase plin kidah malot si lot istimewa ku khaseken
286130;Apa yang kamu rasakan hari ini?;;9987;bahagie te nemu lua khut imbang nemu jumpe khamah
286131;Ceritakan pengalamanmu hari ini?;;10000;wakhi nde aku khut pelatihen khut imbang kuliahku
286131;Ceritakan pengalamanmu hari ini?;;10009;bahagie kakhene lot kesempaten pengalamen untuk ni hande tandok
286131;Ceritakan pengalamanmu hari ini?;;4506;payah kidah gakhami bahanepe mayang kidah payahne edime pengalamenku wakhi nde
286132;Mengapa kamu memilih/melepaskan pekerjaanmu?;;10031;kakhne aku butuh bahanen, kakhne aku payah, kuluahi bahanenku kakhne malet sanggup
286132;Mengapa kamu memilih/melepaskan pekerjaanmu?;;4139;malot kukap nage khembang makane khu tadingken cube del khembang pasti ku pertahanken
286132;Mengapa kamu memilih/melepaskan pekerjaanmu?;;10032;kane aku lapes  bahan si Kane gaji malot stabil  me pokok kebutuhan  kite
286132;Mengapa kamu memilih/melepaskan pekerjaanmu?;;10030;milih pekerjaen ku, kakhene mebahanku taboh ku kap ngajakhi anak muhird ku
286133;Bagaimana cara agar bisa pergi ke pantai terdekat daerahmu?;;10037;kune cakhe Kase mu laus ni pantai terdekat kute mu
286133;Bagaimana cara agar bisa pergi ke pantai terdekat daerahmu?;;10040;MEHONDA TENDAK PE ME MOTOKH KHUT IMBANG2
286133;Bagaimana cara agar bisa pergi ke pantai terdekat daerahmu?;;10034;medalan kiding kakhene denoh Hamin de dakhi khumah
286133;Bagaimana cara agar bisa pergi ke pantai terdekat daerahmu?;;10089;jhintoh honda, jhintoh motor, motokh seweeeeeeeeeee
286133;Bagaimana cara agar bisa pergi ke pantai terdekat daerahmu?;;2763;malet pante kas kami
286134;Apa yang salah dengan dunia ini?;;10057;MALET AKU TOH HANYA ALLAH YANG METOH SE KEKHIME
286134;Apa yang salah dengan dunia ini?;;10110;bueee, khakene aku typo cekhok kale khut malaikat pas nanya 77x pot padahal sampe duniye pot balek
286134;Apa yang salah dengan dunia ini?;;10071;kae kin si salah tebheken nibagas dunie nde?
286134;Apa yang salah dengan dunia ini?;;10096;terkhlalu bue dose manusie kakhene mengikuti hawe nafsu ne
286135;Mengapa perang bisa terjadi?;;10095;kahene malet sesui di bagas ate edi kane let pehang sabi sabi iye
286135;Mengapa perang bisa terjadi?;;3193;ketekhe pekhang nemu tejadi
286136;Hal-hal apa yang membuat kamu tertawa?;;10087;selengi imbang bahan tawanen pasti tawe bahan ne di
286136;Hal-hal apa yang membuat kamu tertawa?;;10092;kerecehen humor, ngidah imbang lucu atope khami
286137;Ceritakan makan malam terindahmu?;;10115;khut khamah aku malem minggu e khoh iye ni khumah ku gat lua kami magan
286137;Ceritakan makan malam terindahmu?;;10114;tandok khut khut imbang ku tawe tawe khut khut
286137;Ceritakan makan malam terindahmu?;;10111;khut khut keluarga tekhem tekhem dan sambil megukho
286138;Ceritakan pengalaman terindahmu?;;2857;jumpe mantan go kawin
286138;Ceritakan pengalaman terindahmu?;;10144;pengalamen tekhindah ku ialah lajang khut imbang -imbang ku
286139;Ceritakan pengalaman terburukmu?;;10149;lijik icing manuk pas laus sekolah imbang kebaunen mele aku
286139;Ceritakan pengalaman terburukmu?;;10148;bocor ban gat dukhung wayang dauh ne tapi khami sebab khut khut imbang kekhine
286139;Ceritakan pengalaman terburukmu?;;10137;menjadi orang jahat, di ejek, di caci, dihina
286140;Mengapa terkadang kamu mengatakan hal yang tidak kamu ketahui?;;10172;kene kae kdang kadang kau menceriteken tentang Ndak kau toh
286140;Mengapa terkadang kamu mengatakan hal yang tidak kamu ketahui?;;10169;te malet ukhok  edi makanse tayak jeme si ukhok e
286140;Mengapa terkadang kamu mengatakan hal yang tidak kamu ketahui?;;10177;KAKHENE AKU BOSAN DAN MALES AKU MEGE BUE CEKHITE LAWAN MECEKHOK
286140;Mengapa terkadang kamu mengatakan hal yang tidak kamu ketahui?;;10161;te malot taboh me tayak Ken me kalk si toh e
286144;Mengapa seseorang membutuhkan liburan?;;10187;Kase dak papelin nikhumah plin ulah laus lah lajang
286144;Mengapa seseorang membutuhkan liburan?;;10176;untuk tenang ken dikhi ne kase press otk ne
286146;Kenapa orang tersenyum?;;10194;mege Ken cekhok si lucu dan mungkin Kane kalak e mencekhiteken tentang pengalamen ne si lucu
286147;Bagaimana cara untuk bisa sampai ke pusat kota?;;10214;mbah honda balap kase gekhe soh me kas tujuen
286147;Bagaimana cara untuk bisa sampai ke pusat kota?;;2958;ketekhe cakhe untuk nemu soh ke pusat kota
286147;Bagaimana cara untuk bisa sampai ke pusat kota?;;10208;jinto Honda gakhami dalan si malet bue jemene atau si Ndak macet
286148;Apa kamu pernah berteriak? Mengapa?;;10215;ape kah kau penahk mesolek, kene kae?
286148;Apa kamu pernah berteriak? Mengapa?;;10225;kakhene teriak e hal si bahan ate puas pikekhen pe bene
