prompt_id;prompt;hint;response_id;user_id;response;check_response_id;check_user_id;check_response;check_type
1832; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;warna daging (berwarna);2505;214;wane jukut;2703;249;warna daging;dailyCheck
1833; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;putih;2506;214;mentakh;2668;249;putih;dailyCheck
1835; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;coklat;2595;169;cekelat;2669;249;coklat;dailyCheck
1836; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;merah;2600;169;megakhe;2684;249;merah;dailyCheck
1838; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;gelap;2511;214;gelap;2682;249;gelap;dailyCheck
1844; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;kurang darah;2564;169;kukhang dakhoh;2704;249;kurang darah;dailyCheck
1845; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;abu-abu;2565;169;habu-habu;2702;249;abu abu;dailyCheck
1846; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;pucat pasi;2574;169;pucat awe;2691;249;mucat muka;dailyCheck
1848; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;merah padam;2579;169;megakhe;2686;249;merah;dailyCheck
1849; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;menakutkan;2580;169;sekhem kheme;2801;209;seram bulu roma;dailyCheck
1850; Kata yang menjelaskan warna kulit seseorang ketika sakit ataupun takut. ;seram;2566;169;sekham;2695;249;seram;dailyCheck
1851; Kata yang menjelaskan keadaan kulit seseorang. ;keadaan kulit;2567;169;keadaen kuling;2675;249;kaeadaan kulit;dailyCheck
1852; Kata yang menjelaskan keadaan kulit seseorang. ;bersih;2589;169;bosih;2679;249;bersih;dailyCheck
1853; Kata yang menjelaskan keadaan kulit seseorang. ;berminyak;2563;169;meminyak;2683;249;bermiayak;dailyCheck
1858; Kata yang menjelaskan keadaan kulit seseorang. ;kasar;2598;169;kasakh;2698;249;kasar;dailyCheck
1869; Kata yang digunakan untuk menyebut satu rambut atau bulu saja. ;helai;2641;249;helai;2816;209;helai;dailyCheck
1870; Apa saja bagian dari rambut atau bulu. ;folikel rambut;2644;249;pelikat buk;2822;209;ikat rambut;dailyCheck
1871; Apa saja bagian dari rambut atau bulu. ;akar rambut;2632;249;ukhat buk;2821;209;urat rambut;dailyCheck
1873; Apa saja bagian dari rambut atau bulu. ;ujung rambut yang bercabang;2648;249;ujung buk si mecabang;2823;209;ujung rambut bercabang;dailyCheck
1874; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;Rambut kepala;2651;249;buk takal;2825;209;rambut kepala;dailyCheck
1875; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;jambul;2654;249;jabukh;2905;214;jambu;dailyCheck
1876; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;bulu badan;2645;249;buk badan;2827;209;rambut badan;dailyCheck
1877; Kata yang digunakan untuk menyebut rambut atau bulu yang terdapat di bagian badan manusia yang berbeda. ;bulu kemaluan;2640;249;buk kemaluan;2830;209;rambut kemaluan;dailyCheck
1878; Kata yang digunakan untuk menyebut bulu di muka. ;janggut;2636;249;janggut;2813;209;jenggot;dailyCheck
1879; Kata yang digunakan untuk menyebut bulu di muka. ;kumis;2657;249;gumis;2826;209;kumis;dailyCheck
1880; Kata yang digunakan untuk menyebut bulu di muka. ;cambang//bauk;2643;249;cabang,bau;2819;209;cabang bauk;dailyCheck
1881; Kata yang digunakan untuk menyebut bulu di muka. ;janggut kambing;2660;249;janggut kambing;2831;209;jenggot kambing;dailyCheck
1882; Kata yang digunakan untuk menyebut bulu di muka. ;bulu muka;2649;249;buk awe;2810;209;rambut wajah;dailyCheck
1885; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;ikal;2652;249;ikal;2828;209;ikal;dailyCheck
1887; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;halus;2650;249;halus;2808;209;halus;dailyCheck
1888; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;lebat;2655;249;tebal;2812;209;tebal;dailyCheck
1890; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;halus kemerahan;2653;249;halus mesagan;2809;209;halus kemerahan;dailyCheck
1894; Kata yang menjelaskan warna rambut. ;beruban;2661;249;mekhuban;2824;209;ber uban;dailyCheck
1898; Kata yang menjelaskan seseorang yang memiliki warna rambut tertentu. ;si rambut uban;2761;209;buk ubanen;2871;249;uban rambut;dailyCheck
1899; Kata yang menjelaskan arah pertumbuhan rambut di kepala. ;jabrik atau rancung;2771;209;khancung;14267;560;kancung;
1910; Kata yang digunakan untuk menyebut seluruh rangkaian tulang. ;tulang rangka;2766;209;tulan khangke;2866;249;tulang rangka;dailyCheck
1931; Kata yang digunakan untuk menyebut bunyi yang dibuat dengan melipat-lipat jari tangan. ;melipat-lipat (satu jari);2886;206;ngelipat lipatken buah jakhi;3059;249;melipaf lipatan buah jari;dailyCheck
1932; Kata yang digunakan untuk menyebut bunyi yang dibuat dengan melipat-lipat jari tangan. ;mematah-matah jari;2836;209;mutok-mutoken jari;3049;249;matah matahkan jari;dailyCheck
1934;Kata umum yang digunakan untuk menyebut jaringan halus dalam tubuh manusia. ;jaringan;2833;209;jaringen;3067;249;jaringan;dailyCheck
1935;Kata umum yang digunakan untuk menyebut jaringan halus dalam tubuh manusia. ;jaringan halus;2918;214;jakhingen halus;3080;249;jaringan halus;dailyCheck
1936; Apa saja jenis jaringan halus tersebut. ;jaringan penghubung;2838;209;jaringen penghubung;3024;249;jaringan penghubung;dailyCheck
1937; Apa saja jenis jaringan halus tersebut. ;esofagus (jaringan yang menghubungkan tekak dengan lambung);2834;209;jakhingen menghubungken tekak khut lambung;3074;249;jaringa  menghubungkan tekak dan lambung;dailyCheck
1938; Apa saja jenis jaringan halus tersebut. ;kerongkongan;2845;209;kekhongkong;3071;249;kerongkongan;dailyCheck
1939; Apa saja jenis jaringan halus tersebut. ;lemak;2837;209;lemak;3055;249;lemak;dailyCheck
1940; Apa saja jenis jaringan halus tersebut. ;tulang rawan (bahan yang menyelaputi sendi dalam tubuh);2843;209;tulan rawan alat si leketi sendi bagas tubuh;3043;249;tulang rawan alat yang melekat sendi dalam tubuh;dailyCheck
1941; Apa saja jenis jaringan halus tersebut. ;kelenjar//glandula;2851;209;kelenjakh;3027;249;kelenjer;dailyCheck
1942; Apa saja jenis jaringan halus tersebut. ;kelenjar limfa;2852;209;kelenjakh limfa;3026;249;kelenjer limpa;dailyCheck
1943; Kata yang digunakan untuk menyebut otot-otot. ;otot;2854;209;otot;3033;249;otot;dailyCheck
1945; Kata yang digunakan untuk menyebut otot-otot. ;berotot kekar;2858;209;berotot kekakh;3044;249;berortot kekal;dailyCheck
1948; Kata yang menjelaskan bentuk daging atau otot seseorang. ;kencang;2875;245;bukhu;3051;249;buru;dailyCheck
1949; Kata yang menjelaskan bentuk daging atau otot seseorang. ;kendur;2889;206;kendukh;3069;249;kendor;dailyCheck
1951; Kata yang digunakan untuk menyebut urat yang menghubungkan otot dan tulang. ;ligamen (jaringan ikat yang kuat yang mengikat tulang pada persendian);2935;214;pesendien edi;3037;249;persendian itu;dailyCheck
1954;Kata umum yang digunakan untuk menyebut anggota tubuh bagian dalam. ;organ;2892;206;jantung ;3029;249;jantung;dailyCheck
1957;Kata umum yang digunakan untuk menyebut anggota tubuh bagian dalam. ;kelenjar;2906;214;kelenjar;3022;249;kelenjer;dailyCheck
1958; Apa nama-nama setiap anggota tubuh bagian dalam. ;hati;2887;206;Ate;3076;249;hati;dailyCheck
1959; Apa nama-nama setiap anggota tubuh bagian dalam. ;umbai usus;2919;214;umbai usus gayene;3070;249;umbai usus gaya nya;dailyCheck
1960; Apa nama-nama setiap anggota tubuh bagian dalam. ;kantong empedu;2920;214;kantong empedu bagas tubuh kite;3073;249;kantonh empedu dalan tubub kita;dailyCheck
1965; Apa saja bagian dari paru-paru dan sistem peredaran napasnya. ;sistem peredaran napas;2910;214;sistem peredaren napas;3035;249;sistem peredaran napas;dailyCheck
1971; Apa saja bagian dari usus//tali perut. ;saluran perut;2900;206;salukhen thuke;3060;249;saluran perut;dailyCheck
1972; Apa saja bagian dari usus//tali perut. ;isi perut;2934;214;isi tukekh;3078;249;isi perut;dailyCheck
1977; Apa saja bagian dari buah pinggang (ginjal) dan kandung kemih. ;ginjal//buah pinggang;2933;214;ginjal;3058;249;ginjal;dailyCheck
1985; Apa saja bagian dari tenggorokan. ;tenggorokan;2936;249;tenggorok en;3083;209;tenggorokan;dailyCheck
1990; Apa saja bagian dari sistem syaraf. ;tulang belakang. urat saraf tulang belakang;2937;249;tulan belakang,ukhat sakhap tulan belakang;3095;209;tulang belakang, urat saraf tulang belakang;dailyCheck
1991; Apa saja bagian dari sistem syaraf. ;pusat syaraf;2938;249;pusat sakhap;3082;209;pusat saraf;dailyCheck
2001; Apa saja bagian dari pembuluh darah. ;arteri (urat nadi);2939;214;ukhat nadi;3042;249;urat nadi;dailyCheck
2045; Kata yang digunakan untuk menyebut alat kelamin laki-laki. ;buah pelir;3109;209;buah pelir;3172;214;buah pir;dailyCheck
2046; Kata yang digunakan untuk menyebut alat kelamin laki-laki. ;testis;3119;209;testis;3253;249;testis;dailyCheck
2048; Apa yang terjadi pada alat kelamin laki-laki. ;Mengembang;3019;209;kembang;3171;214;kembang;dailyCheck
12;Kata yang menjelaskan sifat sesuatu yang ada di langit atau sesuatu yang terjadi di langit. ;di angkasa;2995;214;di ndatas langit;3050;249;di atas langit;dailyCheck
19;Kata yang digunakan untuk menyebut batas antara langit bagian bawah dengan permukaan bumi. ;tepi langit;2994;214;tepi langit;3039;249;tepi langit;dailyCheck
27;Kata yang digunakan untuk menjelaskan bahwa sesuatu ada di langit. ;di atas langit;2968;249;ni datas langit;3097;209;di atas langit;dailyCheck
485; Kata yang digunakan untuk menyebut tanah yang bercampur dengan air. ;berlumpur;660;171;mekubhang;1293;204;berendam;dailyCheck
494; Apa yang dilakukan oleh debu. ;terbang;640;171;ngkabhang;1280;205;kabang;dailyCheck
503; Kata yang digunakan untuk menyebut berbagai ukuran batu. ;batu besar;655;171;bhatu mbelin;1303;205;Batu besar;dailyCheck
1484;Kata yang digunakan untuk menyebut dunia di sekitar kita. ;dunia;3009;214;dunie;3045;249;dunia;dailyCheck
1502; Kata yang digunakan untuk menyebut seseorang secara umum, bukan tentang orang tertentu. ;seseorang yang lain;1436;201;jeme si lain ne;1994;249;orang lain nya;dailyCheck
1505; Kata yang digunakan untuk menyebut lebih dari satu orang. ;penduduk;1452;204;khakyat;2064;233;rakyat;dailyCheck
1507; Kata yang digunakan untuk menyebut seluruh umat manusia (sebagai satu kelompok). ;insan;1582;210;umat manusie;2265;169;manusia;dailyCheck
1508; Kata yang digunakan untuk menyebut seluruh umat manusia (sebagai satu kelompok). ;ras manusia;1294;214;jeme;1995;249;manusia;dailyCheck
1509; Kata yang digunakan untuk menyebut seluruh umat manusia (sebagai satu kelompok). ;umat manusia (keseluruhannya);1728;215;mase;1946;249;masa;dailyCheck
1511; Kata yang menjelaskan ciri yang terdapat pada semua manusia. ;sifat dasar manusia;1738;206;tingkah laku jeme;7926;334;tingkah laku manusia ;dailyCheck
1512; Kata yang menjelaskan ciri yang terdapat pada seorang manusia. ;pribadi;1693;238;sendikhi;2077;209;sendiri;dailyCheck
1513; Kata yang menjelaskan ciri yang terdapat pada seorang manusia. ;perorangan;1278;201;sekalak jeme;2208;214;satu orang;dailyCheck
1516;Kata yang digunakan untuk menyebut tubuh//badan. ;tubuh//badan;1281;214;awe,  babah,  mate,  igung,  dagu,  tagi,  alis,  cuping, buk, dade,  pakhe,  tangan, kiding,  betis, jantung, lidah,  ipen,  kuduk,  indung kiding,  jakhi indung,  jakhi telunjuk,  jakhi tengah,  jakhi manis,  jakhi kidil, ate;2232;214;wajah,  mulut,  mata,  hidung,  dagu,  jidat,  alis,  telinga,  rambut,  dada,  paha,  tagan,  kaki,  betis,  jantung,  lidah,  gigi,  punggung,  ibu kaki,  ibu jari,  jari telunjuk,  jari tengah,  jari manis,  jari kelingking, jati;dailyCheck
1517; Kata yang digunakan untuk menyebut bentuk tubuh//badan manusia. ;tubuh;1285;214;jantung,  ate, tukekh,  usus;2063;233;jantung, ate, perut, usus;dailyCheck
1518; Kata yang digunakan untuk menyebut bentuk tubuh//badan manusia. ;badan;1808;238;tubuh;1958;249;tubuh;dailyCheck
1519; Kata yang digunakan untuk menyebut bentuk tubuh//badan manusia. ;awak;1731;206;aku;2182;214;aku;dailyCheck
1520; Kata umum yang digunakan untuk menyebut bagian tubuh//badan. ;bagian dari tubuh;1493;211;takal;1980;249;kepala;dailyCheck
1524; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan tubuh manusia. ;jasmaniah;1801;238;pekhulahen;2081;205;perulahan;dailyCheck
1526; Kata yang digunakan untuk menyebut sel tubuh. ;kromosom;1809;238;khondap ;3459;171;roundap;dailyCheck
1527; Kata yang digunakan untuk menyebut sel tubuh. ;protoplasma;1487;211;protoplasma;2629;238;protop;dailyCheck
1529; Apa saja bagian dari kepala. ;roman;1706;209;cekhite ulang;2194;214;cerita ulang;dailyCheck
1532; Apa saja bagian dari kepala. ;belakang kepala;1373;204;tundun;2048;233;badan;dailyCheck
1534; Apa saja bagian dari kepala. ;pelipis;1533;216;gukhip;2059;233;alis;dailyCheck
1538; Apa saja bagian dari wajah manusia. ;dahi;1735;206;mentagi;12510;560;jidat;dailyCheck
1541; Apa saja bagian dari wajah manusia. ;lekuk (di dagu);1509;204;leher;12846;560;leeher;checkData
1543; Apa saja bagian dari wajah manusia. ;rahang;1685;209;bagien tubuh awe;2148;209;bagian tubuh muka;dailyCheck
1545; Apa saja bagian dari leher. ;tengkuk//kuduk;1749;206;kuduk;1956;249;punggung;dailyCheck
1547; Apa saja bagian dari leher. ;jakun;1352;202;gelegok;2196;214;tengorokan;dailyCheck
1551; Kata yang menjelaskan bentuk bagian-bagian dari wajah manusia. ;luas (dahi);1774;205;belang dahi ne;2743;202;lebar jemput ya;dailyCheck
1552; Kata yang menjelaskan bentuk bagian-bagian dari wajah manusia. ;tebal (alis);1551;211;tebal;2039;209;kapal;dailyCheck
1553; Kata yang menjelaskan bentuk bagian-bagian dari wajah manusia. ;lentik (bulu mata);1636;234;lentik(bulu mate);10729;438;lentik ( bulu mata) ;checkData
1554; Kata yang menjelaskan bentuk bagian-bagian dari wajah manusia. ;kecil (mata);1564;210;cenek(mate);2089;205;kecil ;dailyCheck
1556; Kata yang menjelaskan bentuk bagian-bagian dari wajah manusia. ;berisi//tembam (pipi);1370;237;cinta;2187;214;cinta;dailyCheck
1557; Kata yang menjelaskan bentuk bagian-bagian dari wajah manusia. ;sempit//kecil (mulut);1560;210;sempit/cenek(Babah);2184;214;kecil;dailyCheck
1565; Apa saja bagian dari mata dan sekitarnya. ;iris (selaput bola mata yang terletak di belakang kornea mata);2013;249;ikhis selaput bola mate yang letak ni belakang kornea mate;2222;214;iris selaput bola mate yang letak di belakang kone mata;dailyCheck
1566; Apa saja bagian dari mata dan sekitarnya. ;bagian bola mata yang berwarna putih;2000;249;bagien biji mate si mewanekh mentakh ;2197;214;bagian biji mata warna putih;dailyCheck
1567; Apa saja bagian dari mata dan sekitarnya. ;bola mata;2002;249;biji mate;2188;214;biji mata;dailyCheck
1569; Apa saja bagian dari mata dan sekitarnya. ;kelenjar lakrima (saluran yang menghasilkan air mata untuk membasahi mata);1830;245;tanggis ;2094;249;menangis;dailyCheck
1579; Apa yang dilakukan oleh mata. ;melihat;1857;245;ngato;2097;249;melihat;dailyCheck
1580; Apa yang dilakukan oleh mata. ;menangis;1835;245;tanggis;2134;249;menangis;dailyCheck
1585; Kata yang digunakan untuk menyebut cara mata bergerak. ;melirik;1844;245;ngato;2149;209;melihat;dailyCheck
1586; Kata yang digunakan untuk menyebut cara kelopak mata bergerak. ;mengedip;1846;245;cekidop ;2214;214;berkedip;dailyCheck
1587; Kata yang digunakan untuk menyebut cara kelopak mata bergerak. ;mengejap;2020;249;kedip;2425;249;berkedip;dailyCheck
1588; Kata yang digunakan untuk menyebut cara kelopak mata bergerak. ;memejam;1948;209;tepedem;2269;169;tertidur;dailyCheck
1592; Apa yang orang lakukan dengan matanya. ;menggosok;1851;245;mengusuk;2129;249;menggosok;dailyCheck
1597; Kata yang digunakan untuk menyebut pupil mata yang membesar atau mengecil. ;membesar//membelalak;2004;249;mebellin//membelalak;2273;169;besar;dailyCheck
1599; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan mata. ;penglihatan;1858;245;ngato;2101;249;lihat;dailyCheck
1601; Apa saja bagian dari telinga. ;cuping telinga;1916;209;telinga, cuping;2096;249;telinga,telinga;dailyCheck
1611; Apa yang dilakukan oleh telinga. ;mendengar;1906;169;dengkohi;2217;214;dengarkan;dailyCheck
1613; Apa yang orang lakukan dengan telinganya. ;menggaruk;1930;209;garuk;2730;202;garuk;dailyCheck
1615; Apa yang orang lakukan dengan telinganya. ;membersihkan;1951;209;bosihken;2116;249;bersihkan;dailyCheck
1625; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan telinga. ;aural;2142;209;indra pemege;2401;249;indra pendengar;dailyCheck
1633; Kata yang menjelaskan bentuk hidung seseorang. ;mancung;2239;209;mancung;2353;214;mancung;dailyCheck
1637; Kata yang menjelaskan bentuk hidung seseorang. ;lebar;2158;214;mbelang;2381;249;lebar;dailyCheck
1647; Kata yang menjelaskan cara udara bergerak melalui hidung. ;bengek;2180;214;hajar;2725;202;hajar;dailyCheck
1649; Kata yang digunakan untuk menyebut cara hidung bergerak. ;mengempis;2166;214;mengepis;2408;249;menipis;dailyCheck
1650; Apa yang orang lakukan dengan hidungnya. ;memegang;2253;209;gelem;2350;214;memegang;dailyCheck
1651; Apa yang orang lakukan dengan hidungnya. ;menindik;2173;214;menindikhi;2531;214;sendiri;dailyCheck
1652; Apa yang orang lakukan dengan hidungnya. ;memencet;2176;214;menekan;2732;202;ditekan;dailyCheck
1657; Apa saja bagian dari mulut. ;lidah;2161;214;lilah;2404;249;lidah;dailyCheck
1658; Apa saja bagian dari mulut. ;gigi;2174;214;ipen;2382;249;gigi;dailyCheck
1668; Kata yang menjelaskan bentuk mulut seseorang. ;bibir berlekuk;2259;209;bibikh melekuk;2360;214;bibir lesung;dailyCheck
1670; Apa yang orang lakukan dengan mulutnya. ;berbicara;2248;209;mecerok;2362;214;berbicara;dailyCheck
1674; Apa yang orang lakukan dengan mulutnya. ;mengisap;2240;209;cilati;2422;249;jilati;dailyCheck
1689; Apa yang orang lakukan dengan lidahnya. ;menggigit lidah;2283;214;menggigit lilah;2416;249;menggigit lidah;dailyCheck
1690; Apa yang orang lakukan terhadap mulutnya. ;menghapus;2296;214;hapus;2561;214;menghapus;dailyCheck
1692; Apa yang orang lakukan terhadap mulutnya. ;membekap;2280;214;membekas;2560;214;berbekas;dailyCheck
1697;Kata yang digunakan untuk menyebut gigi. ;gigi taring;2294;214;ipen tajam;2431;249;gigi tajam;dailyCheck
1701;Kata yang digunakan untuk menyebut gigi. ;gigi bayi;2291;214;gige nak nak;2393;249;nakal anak anak;dailyCheck
1702; Apa saja bagian dari gigi. ;lapisan gigi;2286;214;lapisen ipen;2409;249;lapisan gigi;dailyCheck
1709; Kata yang menjelaskan keadaan gigi seseorang. ;putih;2300;214;mentakh;2391;249;putih;dailyCheck
1712; Apa yang dilakukan oleh gigi. ;mengunyah;2298;214;mengkakhat;2516;214;menggigit;dailyCheck
1716; Apa yang orang lakukan dengan giginya. ;mencabut;2299;214;bantunken;3641;171;cabutkan ;dailyCheck
1741; Apa saja bagian dari badan. ;anus;2318;214;lubang icing;2726;202;lobang taik;dailyCheck
1746;Kata yang digunakan untuk menyebut tangan. ;tangan;2445;249;tangan;2549;214;tangan;dailyCheck
1759; Kata yang digunakan untuk menyebut tangan. ;punggung tangan;2323;214;khuduk tangan;2793;209;tangan;dailyCheck
1779; Apa saja bagian dari kaki. ;lengkung pada tapak kaki;2451;249;melekuk ni jampal kiding;2786;209;di  telapak kaki;dailyCheck
1784; Kata yang menjelaskan bentuk kaki seseorang. ;tapak kaki yang datar;2461;249;tapak kiding si khate;2544;214;telapak kaki yang rata;dailyCheck
1787; Apa nama untuk setiap jari tangan. ;jempol tangan (ibu jari);2434;249;ibu jari;2514;214;ibu jari;dailyCheck
1788; Apa nama untuk setiap jari tangan. ;jari telunjuk;2366;209;jakhi telunjuk;2525;214;jari telunjuk;dailyCheck
1793; Apa nama untuk setiap jari kaki. ;jari kaki kedua;2444;249;jakhi kiding ke due;2551;214;jari kaki kedua;dailyCheck
1811; Kata yang digunakan untuk menyebut kulit yang tebal. ;kulit tebal;2626;249;kulit tebal;2748;202;kulit tebat;dailyCheck
1814; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;lipatan;2488;214;lipaten;2707;249;lipatan;dailyCheck
1815; Kata yang digunakan untuk menyebut garis yang terdapat pada kulit. ;kedutan;2590;169;melipat;2718;202;terlipat;dailyCheck
1816; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;Bintik//tompel;2493;214;endeng;2797;209;endang;dailyCheck
1820; Kata yang digunakan untuk menyebut bintik atau noda yang terdapat pada kulit manusia. ;katimumul;2490;214;sayuran hutan;2787;209;sayuran hutan;dailyCheck
1827; Kata yang digunakan untuk menyebut luka kecil di kulit. ;bintil;2500;214;bintil;2688;249;bintik;dailyCheck
1837; Kata yang menjelaskan warna kulit seseorang (warna tetap ataupun warna sementara). ;kuning langsat;2510;214;ngosing langsat;2662;249;kuning langsat;dailyCheck
1870; Apa saja bagian dari rambut atau bulu. ;folikel rambut;2644;249;pelikat buk;3621;171;pengikat rambut;dailyCheck
1872; Apa saja bagian dari rambut atau bulu. ;ujung rambut;2647;249;ujung buk;2814;209;ujug rambut;dailyCheck
1883; Kata yang menjelaskan sifat jenis-jenis rambut atau bulu. ;kusut;2646;249;mekhikhip;2829;209;kusut;dailyCheck
1892; Kata yang menjelaskan warna rambut. ;merah;2757;209;megakhe;2870;249;merah;dailyCheck
1893; Kata yang menjelaskan warna rambut. ;hitam;2656;249;bekhong;2815;209;hitam;dailyCheck
1906; Kata yang menjelaskan keadaan kepala seorang pria yang rambutnya banyak yang gugur. ;rambut menyusut//bersulah;2804;209;buk khontok;2869;249;rambut rontok;dailyCheck
1928; Apa saja bagian dari persendian. ;cairan sendi;2832;209;caikhen sendi;3075;249;cairkan sendi;dailyCheck
1929; Apa saja bagian dari persendian. ;persendian;2929;214;persendien ;3063;249;persendian;dailyCheck
1933;Kata umum yang digunakan untuk menyebut jaringan halus dalam tubuh manusia. ;daging;2835;209;daging;3032;249;daging;dailyCheck
1944; Kata yang digunakan untuk menyebut otot-otot. ;daging;2855;209;jukut;3023;249;daging;dailyCheck
1948; Kata yang menjelaskan bentuk daging atau otot seseorang. ;kencang;2875;245;bukhu;3165;214;bahu;dailyCheck
1950; Kata yang digunakan untuk menyebut urat yang menghubungkan otot dan tulang. ;endon;2932;214;endon nine;14843;500;endon nine;
1954;Kata umum yang digunakan untuk menyebut anggota tubuh bagian dalam. ;organ;2892;206;jantung ;3093;209;jantung;dailyCheck
1961; Apa nama-nama setiap anggota tubuh bagian dalam. ;pankreas (kelenjar ludah perut);2927;214;kelenjar me gayene;3056;249;kelenjer ke gayanya;dailyCheck
1964; Apa saja bagian dari paru-paru dan sistem peredaran napasnya. ;paru-paru;2901;206;pakhu-pakhu;3072;249;paru paru;dailyCheck
1975; Apa saja bagian dari usus//tali perut. ;rektum (bagian usus paling bawah yang menghubungkan usus besar dan anus);2912;214;ususbelin;3065;249;usus besar;dailyCheck
2046; Kata yang digunakan untuk menyebut alat kelamin laki-laki. ;testis;3119;209;testis;5942;171;testis;dailyCheck
2049; Apa yang terjadi pada alat kelamin laki-laki. ;membesar;3102;209;mebelin;3163;214;besar;dailyCheck
2051; Kata yang digunakan untuk menyebut cairan yang dihasilkan oleh alat kelamin laki-laki. ;air mani;3017;209;lawe mani;3178;214;air mani;dailyCheck
2052; Kata yang digunakan untuk menyebut cairan yang dihasilkan oleh alat kelamin laki-laki. ;sperma;3014;209;sperma;3180;214;sperma;dailyCheck
2053; Kata yang menjelaskan sifat sesuatu yang berkaitan dengan alat kelamin laki-laki. ;reproduktif;3112;209;kheproduktif;3177;214;produksi;dailyCheck
2056;Kata yang digunakan untuk menyebut alat kelamin perempuan. ;buah dada;3105;209;buah dade;3161;214;buah dada;dailyCheck
2057;Kata yang digunakan untuk menyebut alat kelamin perempuan. ;puting susu;3108;209;puting susu;3174;214;puting susu;dailyCheck
2059;Kata yang digunakan untuk menyebut alat kelamin perempuan. ;kelentit;3117;209;kelenit;3175;214;kelelit;dailyCheck
2063; Kata yang digunakan untuk menyebut siklus haid bulanan pada wanita. ;siklus haid;3110;209;cakhe haid;3167;214;cara haid;dailyCheck
2065; Kata yang digunakan untuk menyebut masa pendarahan. ;menstruasi;3127;249;mentruasi;3130;209;halangen;dailyCheck
2069; Kata yang digunakan untuk menyebut darah yang keluar dari rahim wanita. ;mens;3120;209;halangen;3176;214;halangan;dailyCheck
2071; Kata yang digunakan untuk menyebut darah yang keluar dari rahim wanita. ;darah;3124;249;dakho;3129;209;daro;dailyCheck
2104; Kata yang digunakan untuk menyebut bernapas dengan cepat. ;termengap-mengap;3151;214;termengep-mengep;3256;249;termengap mengap;dailyCheck
2106; Kata yang digunakan untuk menyebut bernapas dengan cepat atau sulit setelah berlari atau bekerja keras. ;terengah-engah;3140;214;tengah2;3244;249;tengah tengah;dailyCheck
2109; Kata yang digunakan untuk menyebut bernapas dengan sulit. ;tersengal-sengal;3152;214;tersengol-sengol;3232;249;tersenggol senggol;dailyCheck
2111; Kata yang digunakan untuk menyebut menahan napas. ;menahan napas;3141;214;manahan napas ;3251;249;menahan napas;dailyCheck
2112; Kata yang digunakan untuk menyebut keadaan tidak bisa bernapas. ;tidak bisa bernapas;3132;214;malot nemu menapas;3221;249;tidak bisa  bernapas;dailyCheck
2113; Kata yang digunakan untuk menyebut keadaan tidak bisa bernapas. ;tercekik;3134;214;tercekek;3257;249;tersempit;dailyCheck
2117; Kata yang digunakan untuk menyebut membunuh seseorang dengan cara menahan napasnya. ;mencekik;3144;214;mepecok;3250;249;mepecak;dailyCheck
2118; Kata yang digunakan untuk menyebut membunuh seseorang dengan cara menahan napasnya. ;membekap;3142;214;membekep;3239;249;membakep;dailyCheck
2164; Kata yang digunakan untuk menyebut darah. ;darah;3191;249;darah;3337;214;darah;dailyCheck
2165; Kata yang digunakan untuk menyebut darah. ;tetesan darah;3205;249;tetesen dakhoh;3331;214;tetesan darah;dailyCheck
2167; Kata yang digunakan untuk menyebut darah yang mengering. ;darah beku;3186;169;dakhoh beku;3276;249;darah beku;dailyCheck
2169; Kata yang menjelaskan sifat sesuatu yang mengandung darah. ;berdarah;3184;169;medakhoh;3286;249;berdarah;dailyCheck
2170; Kata yang menjelaskan sifat sesuatu yang mengandung darah. ;berlumuran darah;3200;249;melumukhen dakhoh;3326;214;berlumuran darah;dailyCheck
2174; Kata yang digunakan untuk menyebut perbuatan memberikan darah kepada orang lain. ;memindahkan darah;3203;249;memindahken dakhoh;3328;214;memindahkan darah;dailyCheck
2176; Kata yang digunakan untuk menyebut golongan darah yang orang miliki. ;golongan darah;3185;169;golongan dakhoh;3278;249;golongan darah;dailyCheck
